El,Energy (keV),I,LDE1,LDE2,LDE4,LIF,Lambda (A),Line,Line old,PET,STE,TAP,Z
Ag,0.229555556,1,252,154.2857143,378,3754.935804,54,M2-M4,M2-M4,1729.581332,150.5976096,587.0248864,47
Cd,4.018282602,,14.3962,8.814,21.5943,214.5111382,3.0849,Al1,Al1,98.80713795,8.603306773,33.53542726,48
In,27.4916833,,2.1042,1.288285714,3.1563,31.35371396,0.4509,K$\beta$5+,K$\beta$5+,14.44200412,1.25749004,4.901657802,49
In,3.607620356,1,16.03494667,9.817314286,24.05242,238.9293466,3.43606,L$\beta$6,L_6,110.0545413,9.58263745,37.35282836,49
Sn,4.130416674,8,14.00536667,8.574714286,21.00805,208.6875109,3.00115,LG1,LG1,96.12468543,8.369741036,32.62499515,50
Sn,0.732191376,50,79.00666667,48.37142857,118.51,1177.24191,16.93,M2-N4,M2-N4,542.2557767,47.21513944,184.0431727,50
Sb,3.59471059,10,16.09253333,9.852571429,24.1388,239.787419,3.4484,L$\alpha$2,L_2,110.4497827,9.617051793,37.48697441,51
Sb,0.274247788,1,210.9333333,129.1428571,316.4,3143.020339,45.2,M2-M4,M2-M4,1447.723633,126.0557769,491.3615716,51
Te,4.611778712,,12.54353333,7.679714286,18.8153,186.9054064,2.6879,Al2,Al2,86.09151224,7.496135458,29.21970726,52
I,4.312717228,6,13.41335333,8.212257143,20.12003,199.8661932,2.87429,L$\beta$3,L_3,92.06145047,8.015948207,31.2459215,53
Ba,0.796658098,,72.61333333,44.45714286,108.92,1081.977798,15.56,Am4,Am4,498.3756577,43.39442231,169.1501339,56
Ce,5.26123679,50,10.99513333,6.731714286,16.4927,163.833412,2.3561,L$\beta$1,L$\beta$1,75.46419584,6.570796813,25.61276546,58
Ce,6.323844506,1,9.1476,5.600571429,13.7214,136.3041697,1.9602,LG2,LG2,62.78380233,5.466693227,21.30900338,58
Ce,0.675531335,1,85.63333333,52.42857143,128.45,1275.982815,18.35,MZ,MZ,587.7373599,51.1752988,199.4797531,58
Pr,6.614727855,1,8.745333333,5.354285714,13.118,130.3101796,1.874,LG3,LG3,60.02287806,5.226294821,20.37193773,59
Pr,0.712413793,1,81.2,49.71428571,121.8,1209.923759,17.4,MZ,MZ,557.3095402,48.52589641,189.1524634,59
Nd,4.632286996,2,12.488,7.645714286,18.732,186.0779298,2.676,L$\iota$,L_,85.71036376,7.462948207,29.09034437,60
Nd,6.722342733,,8.605333333,5.268571429,12.908,128.2241041,1.844,Al2,Al2,59.06199954,5.142629482,20.04581279,60
Sm,5.607476636,10,10.31622667,6.316057143,15.47434,153.7173368,2.21062,L$\alpha$2,L_2,70.80457561,6.165075697,24.03127693,62
Sm,5.58821408,1,10.35178667,6.337828571,15.52768,154.2471999,2.21824,L$\eta$,L$\eta$,71.04863876,6.186326693,24.11411267,62
Eu,1.153116279,45,50.16666667,30.71428571,75.25,747.5103683,10.75,MB,MB,344.3148021,29.98007968,116.8614357,63
Eu,1.125578861,,51.394,31.46571429,77.091,765.7982964,11.013,Am5,Am5,352.7385038,30.71354582,119.7204643,63
Gd,6.023909029,10,9.603066667,5.879428571,14.4046,143.0908685,2.0578,L$\alpha$2,L_2,65.90986044,5.738884462,22.36999651,64
Gd,5.36112793,2,10.79026667,6.606285714,16.1854,160.7807882,2.3122,L$\iota$,L_,74.05811027,6.448366534,25.13553597,64
Rh,2.833928498,42,20.41265333,12.49754286,30.61898,304.1595351,4.37414,L$\beta$1,L$\beta$1,140.100572,12.19879681,47.55053772,45
Rh,2.915196839,11,19.8436,12.14914286,29.7654,295.6803338,4.2522,L$\beta$3,L_3,136.1949211,11.8587251,46.22494856,45
Rh,2.922413183,3,19.7946,12.11914286,29.6919,294.9502074,4.2417,L$\beta$6,L_6,135.8586136,11.82944223,46.11080483,45
Pd,3.044877306,5,18.99846667,11.63171429,28.4977,283.0873917,4.0711,L$\beta$4,L_4,130.3944178,11.35366534,44.25624102,46
Pd,0.532017167,100,108.7333333,66.57142857,163.1,1620.185263,23.3,Mg,Mg,746.2823153,64.98007968,253.2903677,46
Ag,25.13891706,,2.301133333,1.408857143,3.4517,34.28812675,0.4931,K$\beta$5,K$\beta$5,15.7936399,1.375179283,5.36040688,47
Ag,0.476769231,10,121.3333333,74.28571429,182,1807.932054,26,M3-N1,M3-N1,832.7613818,72.50996016,282.641612,47
Cd,0.238384615,1,242.6666667,148.5714286,364,3615.864107,52,M2-M4,M2-M4,1665.522764,145.0199203,565.283224,48
In,3.112016007,7,18.58859333,11.38077143,27.88289,276.9800581,3.98327,L$\eta$,L$\eta$,127.5812857,11.10872112,43.30145591,49
Sn,28.70773506,,2.015066667,1.233714286,3.0226,30.02557926,0.4318,K$\beta$5+2,K$\beta$5+2,13.8302448,1.204223108,4.694024925,50
Sb,3.842922556,75,15.05312667,9.2162,22.57969,224.2996995,3.22567,L$\beta$1,L$\beta$1,103.3159003,8.99589243,35.06571417,51
Sb,3.436031766,7,16.8357,10.30757143,25.25355,250.8610028,3.60765,L$\eta$,L$\eta$,115.5504461,10.0611753,39.21815429,51
Ce,5.36414384,6,10.7842,6.602571429,16.1763,160.6903916,2.3109,L$\beta$3,L_3,74.0164722,6.444741036,25.12140389,58
Ce,4.286751738,2,13.4946,8.262,20.2419,201.0768123,2.8917,L$\iota$,L_,92.6190803,8.064501992,31.43518267,58
Pr,5.497117517,5,10.52333333,6.442857143,15.785,156.8033377,2.255,L$\beta$4,L_4,72.22603523,6.288844622,24.51372442,59
Sm,6.195057348,5,9.337766667,5.717,14.00665,139.1377555,2.00095,L$\beta$4,L_4,64.08899565,5.580338645,21.75198975,62
Sm,7.465491075,1,7.74872,4.744114286,11.62308,115.4601038,1.66044,LG2,LG2,53.18270419,4.630709163,18.05036301,62
Sm,1.099911269,45,52.59333333,32.2,78.89,783.6690094,11.27,MB,MB,360.9700297,31.43027888,122.514268,62
Eu,6.455241369,50,8.9614,5.486571429,13.4421,133.5296893,1.9203,L$\beta$1,L$\beta$1,61.50583391,5.355418327,20.87525721,63
Tb,6.282818044,1,9.207333333,5.637142857,13.811,137.1942285,1.973,L$\eta$,L$\eta$,63.19377717,5.502390438,21.44815002,65
Dy,6.456552651,10,8.95958,5.485457143,13.43937,133.5025703,1.91991,L$\alpha$2,L_2,61.49334248,5.354330677,20.87101759,66
Ru,22.07029164,3,2.62108,1.604742857,3.93162,39.05550451,0.56166,K$\beta$2,K_2,17.9895676,1.56638247,6.105711069,44
Ru,22.11596789,,2.615666667,1.601428571,3.9235,38.97484292,0.5605,AK,AK,17.95241364,1.56314741,6.093100905,44
Ru,2.740658855,3,21.10733333,12.92285714,31.661,314.5106415,4.523,L$\beta$4,L_4,144.8684512,12.61394422,49.16876965,44
Ru,0.181493411,1,318.7333333,195.1428571,478.1,4749.298433,68.3,M3-M5,M3-M5,2187.600092,190.4780876,742.477773,44
Ru,0.236836072,1,244.2533333,149.5428571,366.38,3639.506295,52.34,MZ,MZ,1676.41272,145.9681275,568.9793066,44
Rh,23.16576341,,2.497133333,1.528857143,3.7457,37.20863238,0.5351,K$\beta$2+2,K$\beta$2+2,17.13886982,1.492310757,5.816981791,45
Rh,3.144197844,,18.39833333,11.26428571,27.5975,274.1450816,3.9425,Al2,Al2,126.2754518,10.99501992,42.85825213,45
Pd,21.01658133,50,2.752493333,1.6852,4.12874,41.01363399,0.58982,K$\alpha$2,K_2,18.89151224,1.644916335,6.411833676,46
Pd,0.33144385,10,174.5333333,106.8571429,261.8,2600.640723,37.4,"M4,5O2,3","M4,5O2,3",1197.895218,104.3027888,406.569088,46
Ag,2.983802832,100,19.38734,11.8698,29.08101,288.8818139,4.15443,L$\alpha$1,L_1,133.063418,11.58605976,45.16210739,47
Ag,0.659361702,1,87.73333333,53.71428571,131.6,1307.273946,18.8,"M1-N2,3","M1-N2,3",602.1505376,52.43027888,204.3716271,47
In,27.48558758,,2.104666667,1.288571429,3.157,31.36066754,0.451,K$\beta$5+2,K$\beta$5+2,14.44520705,1.257768924,4.902744885,49
In,3.57249902,6,16.19258667,9.913828571,24.28888,241.2782676,3.46984,L$\beta$3,L_3,111.1364905,9.676844622,37.72004504,49
Sn,3.271782852,7,17.68088,10.82502857,26.52132,263.4546403,3.78876,L$\eta$,L$\eta$,121.3512697,10.56626295,41.18697053,50
Te,0.704318182,1,82.13333333,50.28571429,123.2,1223.830929,17.6,M2-N1,M2-N1,563.7153969,49.08366534,191.3266297,52
Cs,5.551773558,1,10.41973333,6.379428571,15.6296,155.2596419,2.2328,LG3,LG3,71.51498513,6.226932271,24.27239197,55
Cs,4.141387144,1,13.96826667,8.552,20.9524,208.1347009,2.9932,L$\eta$,L$\eta$,95.87005262,8.347569721,32.53857204,55
Cs,5.719558898,,10.11406667,6.192285714,15.1711,150.7050438,2.1673,Al1,Al1,69.41706703,6.044262948,23.56035253,55
Ba,4.826708096,50,11.98498,7.337742857,17.97747,178.5826607,2.56821,L$\beta$1,L$\beta$1,82.25792725,7.162338645,27.91857747,56
Ba,4.926084883,6,11.7432,7.189714286,17.6148,174.9800084,2.5164,L$\beta$3,L_3,80.59849005,7.017848606,27.35535971,56
La,6.058651026,1,9.548,5.845714286,14.322,142.2703454,2.046,LG2,LG2,65.53191489,5.705976096,22.2417207,57
Pr,5.487869665,50,10.54106667,6.453714286,15.8116,157.0675739,2.2588,L$\beta$1,L$\beta$1,72.34774651,6.299442231,24.55503358,59
Pr,6.320942328,5,9.1518,5.603142857,13.7277,136.3667519,1.9611,LG1,LG1,62.81262869,5.469203187,21.31878713,59
Nd,5.14484934,1,11.24386667,6.884,16.8658,167.5396727,2.4094,L$\eta$,L$\eta$,77.17135667,6.719442231,26.19218077,60
Eu,6.437808361,5,8.985666667,5.501428571,13.4785,133.8912757,1.9255,L$\beta$4,L_4,61.67238618,5.369920319,20.93178553,63
Tb,8.396098618,1,6.889866667,4.218285714,10.3348,102.6627263,1.4764,LG2,LG2,47.28803477,4.117450199,16.04969523,65
Dy,8.581516096,,6.741,4.127142857,10.1115,100.4445327,1.4445,Al2,Al2,46.26630062,4.028486056,15.70291571,66
Rh,2.376123752,3,24.34553333,14.90542857,36.5183,362.7615665,5.2169,L$\iota$,L_,167.0935713,14.54912351,56.71203945,45
Tc,21.04226787,,2.749133333,1.683142857,4.1237,40.96356818,0.5891,AK,AK,18.86845116,1.642908367,6.404006678,43
Ru,2.381556196,1,24.29,14.87142857,36.435,361.9340899,5.205,L$\eta$,L$\eta$,166.7124228,14.51593625,56.58267655,44
Rh,22.90465632,,2.5256,1.546285714,3.7884,37.63280105,0.5412,K$\beta$5+2,K$\beta$5+2,17.33424846,1.509322709,5.883293862,45
Ag,25.45223087,5,2.272806667,1.391514286,3.40921,33.86604416,0.48703,K$\beta$2,K_2,15.59922215,1.358250996,5.294420934,47
Ag,3.150406762,42,18.36207333,11.24208571,27.54311,273.604788,3.93473,L$\beta$1,L$\beta$1,126.0265843,10.9733506,42.77378577,47
Ag,2.633188886,2,21.9688,13.45028571,32.9532,327.346959,4.7076,L$\iota$,L_,150.781057,13.12876494,51.1755251,47
Ag,0.31169223,1,185.5933333,113.6285714,278.39,2765.440683,39.77,MZ,MZ,1273.804621,110.9123506,432.332958,47
Sn,28.43901991,9,2.034106667,1.245371429,3.05116,30.30928552,0.43588,K$\beta$3,K_3,13.96092427,1.215601594,4.738377917,50
Te,0.463922156,1,124.6933333,76.34285714,187.04,1857.997864,26.72,MZ,MZ,855.8224663,74.51792829,290.4686105,52
I,3.936987868,100,14.69346667,8.996,22.0402,218.9405717,3.1486,L$\alpha$1,L_1,100.8474033,8.780956175,34.22789921,53
I,4.369835585,1,13.23802667,8.104914286,19.85704,197.2537313,2.83672,L$\beta$6,L_6,90.85811027,7.911171315,30.83750437,53
I,4.558023239,,12.69146667,7.770285714,19.0372,189.1096928,2.7196,Al3,Al3,87.10684054,7.584541833,29.56431261,53
Cs,5.54110232,1,10.4398,6.391714286,15.6597,155.558646,2.2371,LG2,LG2,71.65271105,6.238924303,24.31913655,55
Ba,0.780113279,,74.15333333,45.4,111.23,1104.924628,15.89,Am5,Am5,508.9453214,44.31474104,172.7375083,56
Ce,4.839351942,100,11.95366667,7.318571429,17.9305,178.1160752,2.5615,L$\alpha$1,L_1,82.04301075,7.143625498,27.8456342,58
Pr,6.437808361,,8.985666667,5.501428571,13.4785,133.8912757,1.9255,Al2,Al2,61.67238618,5.369920319,20.93178553,59
Nd,5.229497131,100,11.06186667,6.772571429,16.5928,164.8277746,2.3704,L$\alpha$1,L_1,75.9222146,6.610677291,25.76821835,60
Nd,6.600990468,5,8.763533333,5.365428571,13.1453,130.5813694,1.8779,LG1,LG1,60.14779227,5.237171315,20.41433397,60
Nd,6.881696552,1,8.406066667,5.146571429,12.6091,125.2549234,1.8013,LG2,LG2,57.69434912,5.023545817,19.5816283,60
Nd,7.128234618,,8.115333333,4.968571429,12.173,120.92284,1.739,Al1,Al1,55.69892473,4.849800797,18.90437551,60
Nd,0.973227605,100,59.43933333,36.39142857,89.159,885.6780987,12.737,MA,MA,407.9569892,35.52151394,138.4617774,60
Pm,6.890877759,5,8.394866667,5.139714286,12.5923,125.0880374,1.7989,LG1,LG1,57.61747884,5.01685259,19.5555383,61
Sm,7.746531684,,7.4676,4.572,11.2014,111.2712643,1.6002,Al1,Al1,51.25326012,4.462709163,17.39550413,62
Sm,7.31198018,,7.9114,4.843714286,11.8671,117.8841235,1.6953,Al2,Al2,54.29924502,4.727928287,18.42932018,62
Eu,0.871729958,1,66.36,40.62857143,99.54,988.7997616,14.22,MZ,MZ,455.4564173,39.65737052,154.5832201,63
Tb,6.271692386,100,9.223666667,5.647142857,13.8355,137.437604,1.9765,L$\alpha$1,L_1,63.30587966,5.512151394,21.48619793,65
Tb,8.715460873,,6.6374,4.063714286,9.9561,98.90083691,1.4223,Al1,Al1,45.55525051,3.966573705,15.46158326,65
Tb,0.957515835,5,60.41466667,36.98857143,90.622,900.211091,12.946,MZ,MZ,414.6511096,36.10438247,140.7337811,65
Rh,3.002179705,,19.26866667,11.79714286,28.903,287.1135173,4.129,Al3,Al3,132.2489133,11.51513944,44.88566215,45
Ag,3.255474376,1,17.76945333,10.87925714,26.65418,264.7744307,3.80774,L$\beta$6,L_6,121.9591855,10.61919522,41.39329891,47
Ag,3.742572823,3,15.45674667,9.463314286,23.18512,230.313855,3.31216,LG2,LG2,106.086113,9.237099602,36.00593237,47
Cd,26.09134919,19,2.217133333,1.357428571,3.3257,33.03648149,0.4751,K$\beta$1,K_1,15.21711279,1.32498008,5.164731918,48
Sn,3.044466003,7,19.00103333,11.63328571,28.50155,283.1256364,4.07165,L$\iota$,L_,130.4120339,11.3551992,44.26221998,50
Sn,0.48233463,1,119.9333333,73.42857143,179.9,1787.071299,25.7,M5-O3,M5-O3,823.1525967,71.67330677,279.3803626,50
Sn,0.510543657,,113.3066667,69.37142857,169.96,1688.330395,24.28,"Am4,5","Am4,5",777.6710135,67.71314741,263.9437823,50
Sb,3.885722884,4,14.88732,9.114685714,22.33098,221.8290908,3.19014,L$\beta$4,L_4,102.1778998,8.896804781,34.67947354,51
Te,3.605249075,7,16.04549333,9.823771429,24.06824,239.0864976,3.43832,L$\eta$,L$\eta$,110.1269275,9.588940239,37.37739644,52
Te,0.569146006,1,101.64,62.22857143,152.46,1514.490774,21.78,M5-O3,M5-O3,697.5978037,60.74103586,236.7667042,52
Te,0.778154426,100,74.34,45.51428571,111.51,1107.706062,15.93,Mg,Mg,510.2264928,44.42629482,173.1723415,52
Xe,4.109262083,100,14.07746667,8.618857143,21.1162,209.7618397,3.0166,L$\alpha$1,L_1,96.61953786,8.412828685,32.79294949,54
Cs,4.285714286,100,13.49786667,8.264,20.2468,201.1254874,2.8924,L$\alpha$1,L_1,92.6415008,8.066454183,31.44279225,55
Cs,4.715997717,6,12.26633333,7.51,18.3995,182.774977,2.6285,L$\beta$3,L_3,84.18897278,7.330478088,28.57397989,55
Ba,4.851093805,5,11.92473333,7.300857143,17.8871,177.6849529,2.5553,L$\beta$4,L_4,81.84442919,7.126334661,27.77823504,56
Ba,5.246095899,,11.02686667,6.751142857,16.5403,164.3062557,2.3629,Al3,Al3,75.68199497,6.589760956,25.68668711,56
Ba,0.972235294,100,59.5,36.42857143,89.25,886.5820647,12.75,Mg,Mg,408.3733699,35.55776892,138.6030982,56
La,5.041258118,50,11.47491333,7.025457143,17.21237,170.9823925,2.45891,L$\beta$1,L$\beta$1,78.75712652,6.857517928,26.73039562,57
La,4.123752495,2,14.028,8.588571429,21.042,209.0247597,3.006,L$\iota$,L_,96.28002745,8.383266932,32.67771868,57
La,6.266936299,,9.230666667,5.651428571,13.846,137.5419078,1.978,Al1,Al1,63.35392359,5.516334661,21.50250417,57
Ce,4.822220493,10,11.99613333,7.344571429,17.9942,178.7488514,2.5706,L$\alpha$2,L_2,82.33447724,7.169003984,27.94455876,58
Pr,5.012738081,10,11.5402,7.065428571,17.3103,171.955199,2.4729,L$\alpha$2,L_2,79.2052162,6.896533865,26.88247855,59
Pr,0.944673068,,61.236,37.49142857,91.854,912.4494003,13.122,Am4,Am4,420.2882636,36.59521912,142.6470474,59
Pm,7.012898846,,8.2488,5.050285714,12.3732,122.9115653,1.7676,Al2,Al2,56.61496225,4.929561753,19.21528128,61
Sm,0.829718876,1,69.72,42.68571429,104.58,1038.865572,14.94,MZ,MZ,478.5175017,41.66533865,162.4102186,62
Eu,5.815622801,1,9.947,6.09,14.9205,148.2156605,2.1315,L$\eta$,L$\eta$,68.27041867,5.944422311,23.17117677,63
Tb,6.976587123,50,8.291733333,5.076571429,12.4376,123.5512951,1.7768,L$\beta$1,L$\beta$1,56.90963166,4.955219124,19.31529293,65
Tb,6.939095387,5,8.336533333,5.104,12.5048,124.2188392,1.7864,L$\beta$4,L_4,57.21711279,4.981992032,19.41965291,65
Dy,6.533047332,1,8.854673333,5.421228571,13.28201,131.9394045,1.89743,L$\eta$,L$\eta$,60.77332418,5.29163745,20.6266413,66
Ru,19.23291752,150,3.00776,1.841485714,4.51164,44.81724489,0.64452,"K$\alpha$1,2","K_1,2",20.64351407,1.797466135,7.006468145,44
Ru,19.27598433,100,3.00104,1.837371429,4.50156,44.71711327,0.64308,K$\alpha$1,K_1,20.5973919,1.793450199,6.990814148,44
Ru,2.835445354,1,20.40173333,12.49085714,30.6026,303.9968212,4.3718,"L$\beta$2,15","L$\beta$2,15",140.0256234,12.19227092,47.52509997,44
Ru,2.762893951,3,20.93746667,12.81885714,31.4062,311.9795366,4.4866,L$\beta$6,L_6,143.7025852,12.51243028,48.7730714,44
Ru,2.837262531,,20.38866667,12.48285714,30.583,303.8021208,4.369,Al3,Al3,139.9359414,12.18446215,47.49466165,44
Ru,0.38377709,1,150.7333333,92.28571429,226.1,2246.007897,32.3,M2-N1,M2-N1,1034.545871,90.07968127,351.1278487,44
Ag,25.5114221,,2.267533333,1.388285714,3.4013,33.78746865,0.4859,AK,AK,15.56302906,1.355099602,5.282136895,47
Ag,0.508032787,1,113.8666667,69.71428571,170.8,1696.674696,24.4,M5-N1,M5-N1,781.5145276,68.04780876,265.248282,47
Cd,3.727335599,,15.51993333,9.502,23.2799,231.2553704,3.3257,Al2,Al2,106.5197895,9.274860558,36.15312342,48
Cd,0.440668326,,131.2733333,80.37142857,196.91,1956.04341,28.13,"Am4,5","Am4,5",900.9837566,78.4501992,305.7964825,48
In,24.13598396,150,2.396753333,1.4674,3.59513,35.71291628,0.51359,"K$\alpha$1,2","K_1,2",16.44991993,1.432322709,5.583150212,49
In,3.486615794,75,16.59144667,10.15802857,24.88717,247.2214965,3.55531,L$\beta$1,L$\beta$1,113.8740334,9.915207171,38.64917498,49
In,3.93861405,,14.6874,8.992285714,22.0311,218.8501751,3.1473,Al2,Al2,100.8057653,8.777330677,34.21376713,49
Sn,29.16705882,,1.983333333,1.214285714,2.975,29.55273549,0.425,K$\beta$4,K_4,13.61244566,1.185258964,4.620103273,50
Sn,3.92813005,,14.7266,9.016285714,22.0899,219.4342762,3.1557,Al3,Al3,101.0748113,8.800756972,34.30508211,50
Sn,0.228708487,1,252.9333333,154.8571429,379.4,3768.842973,54.2,M3-M5,M3-M5,1735.987188,151.1553785,589.1990527,50
Sn,0.57655814,10,100.3333333,61.42857143,150.5,1495.020737,21.5,M3-N1,M3-N1,688.6296042,59.96015936,233.7228715,50
Sb,4.381140878,,13.20386667,8.084,19.8058,196.7447289,2.8294,Al2,Al2,90.62365591,7.890756972,30.75792988,51
Sb,0.732624113,100,78.96,48.34285714,118.44,1176.546552,16.92,Mg,Mg,541.9354839,47.187251,183.9344644,51
Sb,0.429224377,1,134.7733333,82.51428571,202.16,2008.195296,28.88,MZ,MZ,925.0057195,80.54183267,313.9496059,51
Cs,5.010509297,,11.54533333,7.068571429,17.318,172.0316885,2.474,Al3,Al3,79.24044841,6.899601594,26.89443646,55
Ba,4.330177804,1,13.35926667,8.179142857,20.0389,199.0602727,2.8627,L$\eta$,L$\eta$,91.69023107,7.983625498,31.11992856,56
Ce,6.339692119,1,9.124733333,5.586571429,13.6871,135.963444,1.9553,LG3,LG3,62.62685884,5.453027888,21.2557363,58
Nd,5.720614703,5,10.1122,6.191142857,15.1683,150.6772295,2.1669,L$\beta$4,L_4,69.40425532,6.04314741,23.55600419,60
Pm,6.459277786,,8.9558,5.483142857,13.4337,133.4462463,1.9191,Al3,Al3,61.46739876,5.352071713,20.86221221,61
Sm,1.073060942,,53.90933333,33.00571429,80.864,803.2781186,11.552,Am5,Am5,370.0022878,32.21673307,125.5798424,62
Eu,1.123131286,100,51.506,31.53428571,77.259,767.4671567,11.037,MA,MA,353.5072066,30.78047809,119.9813643,63
Eu,1.15731491,,49.98466667,30.60285714,74.977,744.7984702,10.711,Am4,Am4,343.06566,29.87131474,116.4374733,63
Dy,7.36892165,6,7.850266667,4.806285714,11.7754,116.9732039,1.6822,L$\beta$3,L_3,53.8796614,4.691394422,18.2869123,66
Dy,7.788389042,,7.427466667,4.547428571,11.1412,110.673256,1.5916,Al3,Al3,50.97780828,4.4387251,17.30201499,66
Tc,2.536369775,45,22.8074,13.96371429,34.2111,339.842551,4.8873,L$\beta$1,L$\beta$1,156.5367193,13.62992032,53.12901347,43
Ru,2.682780084,45,21.56270667,13.20165714,32.34406,321.2959495,4.62058,L$\beta$1,L$\beta$1,147.9938687,12.88607968,50.22954537,44
Rh,20.16495047,150,2.86874,1.756371429,4.30311,42.74577197,0.61473,"K$\alpha$1,2","K_1,2",19.6893617,1.714386454,6.682626082,45
Rh,20.07026861,50,2.882273333,1.764657143,4.32341,42.94742593,0.61763,K$\alpha$2,K_2,19.78224663,1.722474104,6.714151493,45
Rh,3.415817029,,16.93533333,10.36857143,25.403,252.3455932,3.629,Al1,Al1,116.2342713,10.12071713,39.45024653,45
Ag,25.50617284,,2.268,1.388571429,3.402,33.79442223,0.486,K$\beta$4,K_4,15.56623198,1.355378486,5.283223978,47
Ag,3.749149364,2,15.42963333,9.446714286,23.14445,229.9098517,3.30635,LG3,LG3,105.9000229,9.220896414,35.94277284,47
Ag,3.806657659,,15.19653333,9.304,22.7948,226.4365361,3.2564,Al1,Al1,104.3001601,9.081593625,35.39977482,47
Cd,2.766877821,2,20.90732,12.8004,31.36098,311.530335,4.48014,L$\iota$,L_,143.495676,12.49441434,48.70284583,48
Cd,0.541310044,1,106.8666667,65.42857143,160.3,1592.370924,22.9,M2-N1,M2-N1,733.4706017,63.86454183,248.9420352,48
Cd,0.402467532,1,143.7333333,88,215.6,2141.704125,30.8,M5-O3,M5-O3,986.5019446,85.89641434,334.8216019,48
Cd,0.336847826,1,171.7333333,105.1428571,257.6,2558.919214,36.8,MZ,MZ,1178.677648,102.6294821,400.0465893,48
In,24.20573705,100,2.389846667,1.463171429,3.58477,35.61000323,0.51211,K$\alpha$1,K_1,16.40251659,1.428195219,5.567061381,49
In,27.23318248,8,2.124173333,1.300514286,3.18626,31.65132739,0.45518,K$\beta$3,K_3,14.57908945,1.269426295,4.948184959,49
In,27.93779581,,2.0706,1.267714286,3.1059,30.85305585,0.4437,"K-O2,3","K-O2,3",14.21139327,1.237410359,4.823387817,49
In,3.286389955,100,17.60229333,10.77691429,26.40344,262.2836566,3.77192,L$\alpha$1,L_1,120.8118966,10.5192988,41.00390573,49
Sn,25.26701998,100,2.289466667,1.401714286,3.4342,34.11428713,0.4906,K$\alpha$1,K_1,15.71356669,1.368207171,5.333229802,50
Sn,3.443390723,100,16.79972,10.28554286,25.19958,250.3248814,3.59994,L$\alpha$1,L_1,115.3035003,10.03967331,39.13434018,50
Sn,4.463970615,,12.95886667,7.934,19.4383,193.0940969,2.7769,Al1,Al1,88.94211851,7.744342629,30.18721124,50
Sb,3.604106518,100,16.05058,9.826885714,24.07587,239.1622917,3.43941,L$\alpha$1,L_1,110.1618394,9.59198008,37.38924564,51
Sb,4.599116981,2,12.57806667,7.700857143,18.8671,187.4199717,2.6953,"LG2,3","LG2,3",86.32852894,7.516772908,29.30015142,51
Sb,4.131586841,,14.0014,8.572285714,21.0021,208.6284054,3.0003,Al3,Al3,96.09746054,8.367370518,32.61575494,51
Te,3.768697556,100,15.3496,9.397714286,23.0244,228.7173119,3.2892,L$\alpha$1,L_1,105.3507207,9.173067729,35.75633808,52
Te,4.300926038,17,13.45012667,8.234771429,20.17519,200.4141356,2.88217,"L$\beta$2,15","L$\beta$2,15",92.31384123,8.037924303,31.33158365,52
Te,4.828230895,2,11.9812,7.335428571,17.9718,178.5263367,2.5674,"LG2,3","LG2,3",82.23198353,7.160079681,27.9097721,52
Cs,4.935106298,20,11.72173333,7.176571429,17.5826,174.6601435,2.5118,"L$\beta$2,15","L$\beta$2,15",80.45115534,7.00501992,27.30535388,55
