Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 6 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,225771.105,7491.75,,74624.391,,29374.8,79284.6,,70255.01,35760.272,1703.8076,,3818.69,10385.998,480.0631,34000,,,,11000,,,,,,,,,,1700,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,295,130,,,48,79,145,103,,,,,,17,115,28,68,3,,,,,,,,,,,,,123,4.2,11,,9.18,2.97,1.1,4.2,,4.9,,,,2.8,,2,,,,,,,,,,9,,0.4,,0.512773,,,,,,,,,,,,,,,,,,,,,,,,241856
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 7 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,221564.19,7551.684,,73565.889,,121695.6,55188.3,,75114.97,45228,1703.8076,,1743.315,10385.998,436.421,29000,,,,1000,,,,,,,,,,3000,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,320,180,,,53,130,150,95,,,,,,0,51,25,62,2,,,,,,,,,,,,,74,4,10,,8.2,3,0.9,3.7,,4.5,,,,2.6,,1,,,,,,,,,,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,241857
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 8 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,229043.15,7971.222,,85209.411,,23080.2,67625.1,,71755.88,32805.376,1471.4702,,3818.69,15578.997,436.421,28000,,,,0,,,,,,,,,,1900,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,300,120,,,42,74,88,97,,,,,,21,101,28,76,5,,,,,,,,,,,,,109,5.5,13,,10.3,3.2,1.1,4.5,,5.1,,,,2.9,,2,,,,,,,,,,7,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,241858
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 9 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,229978.02,6532.806,,77799.897,,18883.8,73843.5,,79831.99,44263.136,1626.3618,,2656.48,14095.283,392.7789,23000,,,,0,,,,,,,,,,1400,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,290,200,,,48,110,120,95,,,,,,18,64,23,59,,,,,,,,,,,,,,83,3.4,9,,8.2,2.4,0.9,3.6,,4.2,,,,2.5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,241859
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 10 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,224368.8,5813.598,,82563.156,,19583.2,67625.1,,76615.84,46373.776,1471.4702,,1826.33,14095.283,305.4947,33000,,,,4000,,,,,,,,,,800,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,230,270,,,46,130,140,84,,,,,,0,85,21,50,,,,,,,,,,,,,,82,3.9,9,,7.1,2.3,0.8,3.2,,3.9,,,,2.3,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,241860
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 11 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,225771.105,3955.644,,80446.152,,16785.6,66847.8,,69826.19,52223.264,1548.916,,10044.815,14095.283,218.2105,34000,,,,1000,,,,,,,,,,0,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,200,280,,,49,150,130,82,,,,,,60,80,15,29,2,,,,,,,,,,,,,174,2.6,5,,4.55,1.56,0.5,2.2,,2.8,,,,1.6,,0,,,,,,,,,,2,,0.2,,0.512962,,,,,,,,,,,,,,,,,,,,,,,,241861
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 12 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,224368.8,5693.73,,76741.395,,18184.4,71511.6,,67896.5,47881.376,1703.8076,,12701.295,17062.711,349.1368,31000,,,,1000,,,,,,,,,,600,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,250,250,,,47,120,140,90,,,,,,51,70,20,46,2,,,,,,,,,,,,,203,2.5,7,,6.1,2.1,0.7,2.9,,3.6,,,,2.1,,1,,,,,,,,,,14,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,241862
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 13 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,222966.495,9409.638,,80446.152,,23779.6,87057.6,,60892.44,38654.864,1781.2534,,2822.51,13353.426,610.9894,38000,,,,1000,,,,,,,,,,0,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,310,150,,,50,88,120,110,,,,,,0,76,33,99,5,,,,,,,,,,,,,97,6.6,17,,13.4,5.2,1.2,5.3,,6.6,,,,3.4,,3,,,,,,,,,,5,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,241863
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 14 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,229043.15,13005.678,,68802.63,,30074.2,95607.9,,63036.54,26594.064,3097.832,,5562.005,11869.712,872.842,22000,,,,0,,,,,,,,,,3200,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,360,68,,,43,40,120,140,,,,,,27,56,47,134,7,,,,,,,,,,,,,125,7.5,20,,17.38,5.63,1.8,7.4,,8.6,,,,4.8,,3,,,,,,,,,,8,,0.6,,0.512746,,,,,,,,,,,,,,,,,,,,,,,,241864
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 15 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,228108.28,5753.664,,78858.399,,16086.2,76175.4,,62178.9,49992.016,1781.2534,,6558.185,19288.282,305.4947,29000,,,,2000,,,,,,,,,,600,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,240,310,,,49,120,69,150,,,,,,46,63,21,51,3,,,,,,,,,,,,,101,2.9,7,,6.69,2.33,0.8,3.3,,3.9,,,,2.1,,1,,,,,,,,,,0,,0.2,,0.513078,,,,,,,,,,,,,,,,,,,,,,,,241865
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 16 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,229043.15,5873.532,,78858.399,,15386.8,78507.3,,76687.31,47037.12,1626.3618,,1909.345,13353.426,349.1368,24000,,,,0,,,,,,,,,,1400,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,230,310,,,48,140,140,96,,,,,,0,66,21,52,3,,,,,,,,,,,,,94,4.2,11,,8.2,2.8,0.8,3.4,,3.9,,,,2.2,,2,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,241866
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS / STEP ^NDUCK DIKE SWARM,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s 17 [5845],AMPHIBOLITE [5845],,,,,,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,237456.98,11267.592,,67214.877,,27276.6,91721.4,,66324.16,29971.088,2013.5908,,5146.93,14095.283,916.4841,19000,,,,0,,,,,,,,,,3000,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,300,70,,,42,50,90,160,,,,,,18,89,49,147,7,,,,,,,,,,,,,113,8.5,22,,18.6,6.2,1.7,7.6,,8.8,,,,4.9,,3,,,,,,,,,,18,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,241867
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / SLEEPY DRAGON COMPLEX,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s A [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,237456.98,6952.344,,73036.638,,23779.6,83948.4,,72399.11,38112.128,1858.6992,,3320.6,15578.997,392.7789,15000,,,,0,,,,,,,,,,500,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,290,84,,,48,64,110,94,,,,,,0,82,23,53,3,,,,,,,,,,,,,80,4.1,10,,7.1,2.6,0.9,3.6,,4.5,,,,2.4,,2,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,241868
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / SLEEPY DRAGON COMPLEX,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s B [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,225771.105,8450.694,,81504.654,,26577.2,79284.6,,56890.12,39197.6,1548.916,,9878.785,25223.138,567.3473,18000,,,,0,,,,,,,,,,500,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,300,150,,,46,83,60,96,,,,,,73,233,27,74,5,,,,,,,,,,,,,575,4.2,11,,8.18,2.74,1.2,3.9,,4.9,,,,2.8,,2,,,,,,,,,,9,,0.9,,0.512753,,,,,,,,,,,,,,,,,,,,,,,,241869
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / SLEEPY DRAGON COMPLEX,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s C [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,230912.89,7731.486,,76741.395,,18883.8,88612.2,,68182.38,41006.72,2168.4824,,6807.23,15578.997,480.0631,17000,,,,1000,,,,,,,,,,0,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,290,130,,,46,97,12,170,,,,,,22,49,26,66,4,,,,,,,,,,,,,158,2.9,7,,6.1,2.4,0.8,3.8,,4.8,,,,2.7,,3,,,,,,,,,,16,,0.9,,0.513272,,,,,,,,,,,,,,,,,,,,,,,,241870
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / SLEEPY DRAGON COMPLEX,,62.9,63,-112.3,-112.5,SUBAERIAL,,,s P [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,229510.585,5274.192,,80446.152,,11190.4,77730,,67181.8,39800.64,1239.1328,,2490.45,17804.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,210,,,0,15,89,130,,,,,,,110,,,,,,,,,,,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,241871
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s D [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,236522.11,11327.526,,71448.885,,25877.8,94830.6,,65037.7,28403.184,2013.5908,,2490.45,16320.854,916.4841,12000,,,,0,,,,,,,,,,1500,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,200,84,,,40,53,68,100,,,,,,0,62,45,131,7,,,,,,,,,,,,,93,7.6,19,,16.5,5.1,1.6,7,,8.5,,,,4.6,,3,,,,,,,,,,1,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,241872
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s E [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,234184.935,11387.46,,70390.383,,25178.4,98717.1,,64894.76,29187.136,2091.0366,,2822.51,16320.854,1047.4104,13000,,,,0,,,,,,,,,,1300,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,210,88,,,40,54,66,130,,,,,,0,53,46,1.31,,,,,,,,,,,,,,71,7,19,,15.06,5.01,1.6,7.1,,8.3,,,,4.7,,,,,,,,,,,,0,,,,0.512811,,,,,,,,,,,,,,,,,,,,,,,,241873
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s F [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,237924.415,11387.46,,70919.634,,23779.6,90944.1,,65752.4,31177.168,2091.0366,,3569.645,17804.568,872.842,12000,,,,0,,,,,,,,,,1400,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,310,69,,,45,57,120,110,,,,,,8,77,38,132,7,,,,,,,,,,,,,114,13,29,,19.7,5.3,1.6,6.4,,7.2,,,,3.8,,3,,,,,,,,,,3,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,241874
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s G [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,229510.585,8210.958,,74095.14,,20282.6,81616.5,,73828.51,42273.104,1858.6992,,5312.96,17062.711,392.7789,17000,,,,0,,,,,,,,,,1200,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,310,130,,,49,89,38,100,,,,,,20,87,26,64,,,,,,,,,,,,,,123,3.9,10,,8.67,3.03,1.1,4.1,,4.8,,,,2.8,,,,,,,,,,,,3,,,,0.512894,,,,,,,,,,,,,,,,,,,,,,,,241875
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s Q [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,227173.41,5334.126,,79387.65,,26577.2,77730,,67181.8,42212.8,1316.5786,,1660.3,17804.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330,250,,,55,200,66,56,,,,,,,140,,,,,,,,,,,,,,,,57,,,,6.79,2.18,,,,,,,,,,,,,,,,,,,,2,,,,0.512719,,,,,,,,,,,,,,,,,,,,,,,,241876
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s R [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,246338.245,7192.08,,70919.634,,19583.2,84725.7,,53602.5,27136.8,1316.5786,,830.15,17062.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,140,,,0,130,210,120,,,,,,,100,,,,,,,,,,,,,,,,42,,,,12.11,3.81,,,,,,,,,,,,,,,,,,,,2,,,,0.512628,,,,,,,,,,,,,,,,,,,,,,,,241877
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s 566 [5845],AMPHIBOLITE [5845],,,,ARCHEAN [5845],,,,,METAMORPHIC ROCK,,,,,WHOLE_ROCK [5845] ,226705.975,13545.084,,84680.16,,10491,88612.2,,53745.44,38473.952,1626.3618,,6475.17,21513.853,1396.5472,21000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,,,,39,0,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36,5.43,,,,,,,,,,,,,,,,,,,,,,,,0.51207,,,,,,,,,,,,,,,,,,,,,,,,241878
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s H [5845],NOT GIVEN [5845],,,,ARCHEAN [5845],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [5845] ,229043.15,2457.294,,58217.61,,14687.4,65293.2,,67467.68,87078.976,1626.3618,,830.15,11127.855,130.9263,31000,,,,1000,,,,,,,,,,0,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,160,1100,,,58,270,5,49,,,,,,0,89,9,50,,,,,,,,,,,,,,63,0.9,3,,2.81,1.01,0.3,1.4,,1.7,,,,1,,0,,,,,,,,,,0,,0,,0.513067,,,,,,,,,,,,,,,,,,,,,,,,241879
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s I [5845],NOT GIVEN [5845],,,,ARCHEAN [5845],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [5845] ,229510.585,2037.756,,55571.355,,16086.2,64515.9,,83619.9,82375.264,1394.0244,,2988.54,6676.713,130.9263,24000,,,,2000,,,,,,,,,,400,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,140,1100,,,59,280,72,59,,,,,,0,53,8,41,,,,,,,,,,,,,,66,0.8,3,,2.08,0.72,0.3,1.2,,1.4,,,,0.8,,,,,,,,,,,,0,,,,0.512947,,,,,,,,,,,,,,,,,,,,,,,,241880
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s J [5845],NOT GIVEN [5845],,,,ARCHEAN [5845],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [5845] ,229978.02,6772.542,,90501.921,,18184.4,67625.1,,64680.35,35820.576,1858.6992,,2573.465,26706.852,436.421,18000,,,,2000,,,,,,,,,,500,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,310,170,,,49,150,15,130,,,,,,0,77,24,63,3,,,,,,,,,,,,,79,3.9,10,,8.3,2.66,1.1,3.8,,4.4,,,,2.4,,1,,,,,,,,,,0,,0.4,,0.512703,,,,,,,,,,,,,,,,,,,,,,,,241881
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s M [5845],NOT GIVEN [5845],,,,ARCHEAN [5845],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [5845] ,238391.85,5933.466,,86267.913,,19583.2,63738.6,,57747.76,35579.36,2710.603,,1909.345,17804.568,436.421,38000,,,,2000,,,,,,,,,,600,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,270,310,,,48,120,130,82,,,,,,0,117,23,52,2,,,,,,,,,,,,,206,3.8,9,,7.45,2.49,0.8,3.4,,4.4,,,,2.2,,0,,,,,,,,,,8,,0.4,,0.512779,,,,,,,,,,,,,,,,,,,,,,,,241882
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s N [5845],NOT GIVEN [5845],,,,ARCHEAN [5845],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [5845] ,235119.805,5873.532,,76741.395,,16086.2,80061.9,,75972.61,46253.168,1626.3618,,1494.27,15578.997,349.1368,14000,,,,0,,,,,,,,,,500,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,240,190,,,49,110,140,85,,,,,,0,85,24,60,3,,,,,,,,,,,,,85,3.5,9,,7.78,2.57,0.9,3.8,,4.4,,,,2.5,,1,,,,,,,,,,2,,0.4,,0.512784,,,,,,,,,,,,,,,,,,,,,,,,241883
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s O [5845],NOT GIVEN [5845],,,,ARCHEAN [5845],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [5845] ,238391.85,5094.39,,76212.144,,18883.8,69179.7,,77187.6,39680.032,1471.4702,,1245.225,19288.282,305.4947,16000,,,,4000,,,,,,,,,,1200,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,240,170,,,46,120,140,79,,,,,,0,125,19,41,,,,,,,,,,,,,,75,3,8,,6.1,2.5,0.8,2.9,,3.5,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,241884
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s U [5845],NOT GIVEN [5845],,,,ARCHEAN [5845],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [5845] ,275786.65,6173.202,,87326.415,,10491,50524.5,,33019.14,21287.312,851.9038,,14859.685,22255.71,829.1999,27000,,,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,15,,31,,,,,,,,,27,,,,,,,,,,,,,,,,27.5,58.2,,25.85,5.13,4,,,,,,,2.7,,,,,,,,,,,,12,,,,0.511268,,,,,,,,,,,,,,,,,,,,,,,,241885
[5845],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),SLAVE PROVINCE_ARCHEAN / BEAULIEU RIVER-CAMERON RIVER VOLCANIC BELTS,,63,63.2,-112,-113,SUBAERIAL,,,s V [5845],NOT GIVEN [5845],,,,ARCHEAN [5845],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [5845] ,238391.85,10967.922,,72507.387,,24479,95607.9,,64537.41,28584.096,2013.5908,,3154.57,17804.568,916.4841,13000,,,,0,,,,,,,,,,1400,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,200,85,,,40,53,67,100,,,,,,0,64,46,129,,,,,,,,,,,,,,80,7,19,,15.5,5.1,1.6,6.9,,8.2,,,,4.7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,241886
